pair_id	image	sentence_id	image_id	audio_id	sentence	translation	speaker_id	gender	duration	sample_rate	audio_format	recording_lang	native_lang
5.0	512194	1	2642688531.jpg	5_1219_4_51_01_211102-110417_bem_e3a_elicit_2.wav	Ishati lifwele umwana nalipalana neco aleyangalamo icilemoneka icamutuntula mutuntula.	the color of the jumping castle is similar to the shirt that the baby is wearing	51	female	6.67	16000	vnd.wave	bem	bem
21.0	2118612	1	5845214651.jpg	21_1861_2_211_01_211112-222346_bem_83a_elicit_1.wav	pantu eminine pali utushimbi utulemoneka nge linga ilipi elyo nefimuti ifikalamba kunuma yakwe	he is standing on what looks like a short fence and there are large trees behind him	211	female	7.214	16000	vnd.wave	bem	
4.0	49380	1	2868575889.jpg	4_938_0_41_01_211027-125314_bem_5a5_elicit_0.wav	Mukwai ndemona mulumendo ufwele ishati iya kashika ali mumwela	A man with a red shirt is in the air.	41	male	7.169	16000	vnd.wave	bem	bem
34.0	3450270	1	4780200205.jpg	34_5027_0_341_01_211113-184302_bem_004_elicit_0.wav	Umulumendo alelolesha kwi shilya naikata na lamya ku maboko.	A young man is glancing at a distance with a phone in his hands.	341	female	4.106	16000	vnd.wave	bem	nbl
29.0	2996941	2	6824212178.jpg	29_9694_1_292_02_220114-214808_bem_84b_elicit_0.wav	Ale moneka ale fwisa ifintu uku fuma mukanwa ifile lenga umulilo kuti wakishe saana	he is spitting something from his mouth which is increasing the flame.	292	male	6.511	16000	vnd.wave	bem	ngo
16.0	1676934	1	3544483327.jpg	16_7693_4_161_01_211109-135343_bem_74d_elicit_2.wav	Ee kwena naine namona, awe ukukuntu kusuma ukwakweba ati balafolesha naifyakuflya.	This is a nice place and food is provided for free.	161	female	8.076	16000	vnd.wave	bem	toi
17.0	1766531	2	3706064643.jpg	17_6653_1_172_02_220112-172818_bem_5da_elicit_0.wav	Bushe iyi lamya aletinika yabanani?	Who is the owner of this tablet?	172	male	3.403	16000	vnd.wave	bem	toi
37.0	3757621	2	2466171100.jpg	37_5762_1_372_02_211110-134121_bem_aa2_elicit_0.wav	Pali aba bakwaba,iimo intu yafita elo imbi intu yakashikila namabala yabuta bacifuba	One the dogs is black while the other is brown with spots	372	female	7.895	16000	vnd.wave	bem	bem
7.0	753842	1	293879742.jpg	7_5384_2_71_01_211104-135545_bem_1e5_elicit_1.wav	icakucingililako icicine capangilwa namawaya	The fence is made out of wire.	71	female	5.263	16000	vnd.wave	bem	bem
17.0	1766541	2	403308982.jpg	17_6654_1_172_02_220112-172916_bem_5da_elicit_0.wav	Bushe ici ecikulwa bafumine mukwisula uyu mulungu wafumineko?	Is this the club that was being opened last week?	172	male	4.5600000000000005	16000	vnd.wave	bem	toi
17.0	1765420	1	4914309980.jpg	17_6542_0_171_01_220111-223956_bem_9fd_elicit_0.wav	Umulumendo naipenta pamenso.	A man has painted his face.	171	female	3.267	16000	vnd.wave	bem	bem
22.0	2221011	2	2322593776.jpg	22_2101_1_222_02_211109-180901_bem_004_elicit_0.wav	Nafwala icimbomba caku cingilila ipepo	He is wearing cozy clothes	222	female	4.015	16000	vnd.wave	bem	nbl
7.0	716434	1	3501206996.jpg	7_1643_4_71_01_170101-181131_bem_74d_elicit_2.wav	nalimo nga aingisha elo alaleka ukuteya umupila uyu.	Am sure he will stop playing after he scores.	71	female	7.372999999999999	16000	vnd.wave	bem	toi
34.0	3450063	2	2912210904.jpg	34_5006_3_342_02_211113-212501_bem_50c_elicit_1.wav	Pantanshiko napa shika motoka.	There is a car parked up ahead.	342	male	3.312	16000	vnd.wave	bem	lam
32.0	3246802	1	6229825733.jpg	32_4680_2_321_01_211112-225141_bem_e94_elicit_1.wav	bonse bashitata abakwelele ubwato nabafwala  icakubaka kumutwe	All the men in this boat are putting on helmets.	321	female	4.832	16000	vnd.wave	bem	nya
8.0	857210	1	3331102049.jpg	8_5721_0_81_01_211102-111845_bem_ce8_elicit_0.wav	Icuni cilepupuka	A bird is flying.	81	male	3.153	16000	vnd.wave	bem	bem
33.0	33106773	2	2491572971.jpg	33_10677_3_332_02_220202-182243_bem_b40_elicit_1.wav	Bushe aba bene baume nabanakashi abakwata inkanda iya buuta abali pali ifi fikulwa balemoneka Shani?	How are these white men and women who are at these buildings looking like?	332	female	9.823	16000	vnd.wave	bem	bem
12.0	1265892	1	2886411666.jpg	12_6589_2_121_01_211105-130348_bem_9ed_elicit_1.wav	iilebutukafye yeka mufyani	it's running alone in the grass	121	male	3.607	16000	vnd.wave	bem	nya
32.0	3245443	2	363709975.jpg	32_4544_3_322_02_211111-075012_bem_947_elicit_1.wav	Ukulingana nefyo abalumendo aba bafwele cacine bangala amangalo yakusamba.	Acording to how they are dressed,it is true the do swim for competition.	322	male	9.937	16000	vnd.wave	bem	toi
6.0	651901	2	1022975728.jpg	6_5190_1_62_02_211031-085739_bem_53e_elicit_0.wav	pamenshi cilemoneka kwati pali umukuku napantu apali imbwa palemoneka amabimbi.	There seems to be a lot of wind on the sea because there are waves where the dog is.	62	male	13.725	16000	vnd.wave	bem	bem
1.0	11532	1	2394824046.jpg	1_153_2_11_01_211031-132021_bem_cc3_elicit_1.wav	Alepepa kuli ifyo ifilemoneka nga kalesa	He is praying to what seems to be a god.	11	male	7.486000000000001	16000	vnd.wave	bem	toi
31.0	3143211	2	3954483544.jpg	31_4321_1_312_02_211110-125332_bem_83a_elicit_0.wav	Balemoneka abansansa ilyo balelisha ifi filimba.	they look very happy as they play their music	312	female	3.834	16000	vnd.wave	bem	
31.0	3144390	1	476444908.jpg	31_4439_0_311_01_211111-094138_bem_85e_elicit_0.wav	Bashitata abali cine abale moneka nalimo niba mwenye balelisisha ifilimba kuncende imo uko baleba tamba kubantu.	four asian men are playing music in a place where people are watching them	311	male	7.962999999999999	16000	vnd.wave	bem	bem
13.0	1368584	1	3426933951.jpg	13_6858_4_131_01_211030-232310_bem_9ed_elicit_2.wav	Efyo cipalile.	It seems so .	131	male	3.244	16000	vnd.wave	bem	nya
32.0	3244953	2	7335945994.jpg	32_4495_3_322_02_211110-192159_bem_947_elicit_1.wav	Bushe uyu umukashana kuti acimfya ukukucimfyanya?	Is it possible for this woman to emarge as a winner in this competition?	322	male	7.553999999999999	16000	vnd.wave	bem	toi
21.0	2118894	1	7114922111.jpg	21_1889_4_211_01_211112-230015_bem_83a_elicit_2.wav	namona kwena elyo pantanshi yakwe pali akasalu kalemoneka akakwete amalangi ayengi nalimo nako kali ku bwato	this cloth known as a sail is part of the boat.	211	female	8.122	16000	vnd.wave	bem	
21.0	2119091	2	2425148763.jpg	21_1909_1_212_02_211114-084857_bem_85e_elicit_0.wav	namayo uyu uufwele ica kashika alemoneka nalimo entungulushi pancende apa bakumanine, elo alemoneka kuli efyo ale balondolwela	a woman wearing red clothing seems to be heading the meeting and she seems to be explaining something.	212	male	6.987	16000	vnd.wave	bem	bem
26.0	2688764	1	3022505829.jpg	26_8876_4_261_01_211112-030643_bem_8f1_elicit_2.wav	Eee kuti bacita ifyo ababantu.	yes, these people can do that	261	male	5.898	16000	vnd.wave	bem	bem
2.0	242463	2	344841963.jpg	2_4246_3_22_02_211028-103138_bem_cee_elicit_1.wav	Pali aba bantu  pali banamayo babili na shitata umo,  abo abekeele mukasuba.	The are two older women and an older man sitted on the bus bench.	22	female	6.102	16000	vnd.wave	bem	bem
17.0	1779783	2	2873837796.jpg	17_7978_3_172_02_211111-100259_bem_e94_elicit_1.wav	Cilemoneka kwati ii imbwa ilelolesha abekete intambo isumine mukanwa.	It looks like this dog is at the one holding the rope which is in its mouth.	172	female	7.01	16000	vnd.wave	bem	nya
2.0	24862	1	3635991166.jpg	2_486_2_21_01_211026-082020_bem_cee_elicit_1.wav	Bonsefye bafwele amakaputula ayo nalimo baleya teyelamo umpila.	All the boys are wearing shorts and t-shirts, it look like they play soccer in them.	21	female	3.97	16000	vnd.wave	bem	bem
15.0	1574661	2	2812125355.jpg	15_7466_1_152_02_211030-174759_bem_8cc_elicit_0.wav	bushe finshi umwaice alelya?	what is the child eating?	152	female	4.151	16000	vnd.wave	bem	bem
36.0	3655951	2	2123858003.jpg	36_5595_1_362_02_211114-144741_bem_dbf_elicit_0.wav	Umulumendo nalolesha kunuma yakwe cilemoneka kuli abaisa pantu na mwentula	A man is looking behind it seems like there are people coming because is smiling	362	female	10.209	16000	vnd.wave	bem	bem
10.0	1023470	1	3224904543.jpg	10_2347_0_101_01_211028-230135_bem_ddd_elicit_0.wav	Abantu babili umwaume na umwanakashi  balepita balecofa injinga pamusebe	Two people, a man and a woman are passing whilst riding bicycles on the road	101	male	10.095	16000	vnd.wave	bem	bem
33.0	33106293	2	3185371756.jpg	33_10629_3_332_02_220202-082708_bem_b40_elicit_1.wav	Bushe uyu wine umwanakashi umusepela uwakwata inkanda iya buuta uuletukusha umubili alemoneka Shani?	How is this white woman who is doing physical exercise looking like?	332	female	9.869	16000	vnd.wave	bem	bem
13.0	1368624	1	2869253972.jpg	13_6862_4_131_01_211030-234404_bem_9ed_elicit_2.wav	Takuleemoneka ubusaka saana uku kunchende bali.	This place doesn't look that neat.	131	male	4.4239999999999995	16000	vnd.wave	bem	nya
16.0	1662062	1	2832747707.jpg	16_6206_2_161_01_220110-131414_bem_5da_elicit_1.wav	Emukwai kwena uku ekucimfya kubako cila mwaka lelo uyu shitata alemoneka kwati alewina.	Yes it occurs every year and looks like he will win.	161	male	6.851	16000	vnd.wave	bem	tog
9.0	959613	2	3580082200.jpg	9_5961_3_92_02_211029-195825_bem_ebf_elicit_1.wav	Nga imbwa yena ilemoneka shani, kabili ilecita finshi?	how is the dog appearing and what is i t doing?	92	female	5.422000000000001	16000	vnd.wave	bem	bem
2.0	240612	1	3675825945.jpg	2_4061_2_21_01_211031-105459_bem_2a5_elicit_1.wav	Afwele kaputula na skipa ya buta nama taki, kabili takwete imishishi mumutwe, ali nolupala.	he is wearing a t-shirt and shorts as well as sneakers and he has a bald head	21	male	8.53	16000	vnd.wave	bem	bem
27.0	2732493	2	6299253797.jpg	27_3249_3_272_02_211110-145154_bem_f07_elicit_1.wav	Eya mukwai elo abaice balemoneka kwati baleposako amano saana kufyo balebafunda.	Yes and the children seem to be paying attention to the to what they are being taught.	272	male	8.144	16000	vnd.wave	bem	nya
12.0	1266594	1	2818735880.jpg	12_6659_4_121_01_211106-063716_bem_9ed_elicit_2.wav	Ilebutuka saana ukucila shimbi kunuma	it's running faster than the rest behind	121	male	4.513999999999999	16000	vnd.wave	bem	nya
29.0	2995484	1	4867579379.jpg	29_9548_4_291_01_220112-183916_bem_9ff_elicit_2.wav	Nalimo ababikilepo ici cola na ifisabo mufyashi umwanakashi uwa umu mu ng'anda.	maybe it's the woman of the house who has put them on the table.	291	female	9.143	16000	vnd.wave	bem	bem
14.0	1472360	1	3310551665.jpg	14_7236_0_141_01_211112-144550_bem_f08_elicit_0.wav	Umwana umwaume ali kuncende ukusangwa ifya kwangasha nokwangalilamo nabambi abanu kunuma yakwe.	A young boy is at the playing park with other children.	141	female	16.289	16000	vnd.wave	bem	bem
12.0	1265244	1	3264337159.jpg	12_6524_4_121_01_211105-082447_bem_9ed_elicit_2.wav	cishinka pantu amasako yalacingilila imbwa  kumpepo	that's true because fur protects dogs from feeling cold	121	male	7.781000000000001	16000	vnd.wave	bem	nya
29.0	2937803	2	6852300231.jpg	29_3780_3_292_02_211114-082634_bem_a9e_elicit_1.wav	Ee boi elyo tekubalangafye amatalanta kweka lelo emo bapangila na indalama shabo aba bantu.	Yes my friend, they just dont show off their talents but it is a way of them making money.	292	female	8.302999999999999	16000	vnd.wave	bem	bem
16.0	1676592	1	2573625591.jpg	16_7659_2_161_01_211109-141921_bem_74d_elicit_1.wav	shipalile kwati nashi mona umuntu olo abene abashinsunga	It looks like they have seen someone.	161	female	7.191	16000	vnd.wave	bem	toi
22.0	2279502	1	2334774767.jpg	22_7950_2_221_01_211113-013343_bem_004_elicit_1.wav	Ici cangalo ale yangala ba cita ati bowling mu cisungu	he is playing a bowling game	221	female	4.605	16000	vnd.wave	bem	nbl
24.0	2426450	1	1000919630.jpg	24_2645_0_241_01_211110-143805_bem_150_elicit_0.wav	Umulumendo ekele pacipuna elo kumaboko ekete icilubi icakashikila.	A young man sitted on the chair has a red doll in his hands.	241	female	6.624	16000	vnd.wave	bem	bem
34.0	3451321	2	7006480817.jpg	34_5132_1_342_02_211114-132200_bem_004_elicit_0.wav	Bacilabutuka intamfu iitali sana.	They have been running for a long distance.	342	female	3.176	16000	vnd.wave	bem	nbl
19.0	1912363	2	2832654970.jpg	19_1236_3_192_02_211109-180239_bem_d8d_elicit_1.wav	Uyu umulumendo naikata icikolopo cakwata icimuti.	He is holding a bottle that looks like a stick.	192	female	4.582	16000	vnd.wave	bem	leh
34.0	34107202	1	2064046067.jpg	34_10720_2_341_01_220120-122744_bem_1e5_elicit_1.wav	alemoneka alikofye eka uyu mwana kabili eyo aleenda amakasa yakwe yaleshala yalelelenga umo alepita	It is like this child is just alone and as he moves his legs are leaving footprints. 	341	female	13.068	16000	vnd.wave	bem	bem
34.0	3450282	1	4714935635.jpg	34_5028_2_341_01_211113-184456_bem_004_elicit_1.wav	Nabafwala amakalashi ya menso ne cisote.	He has spectacles and a hat on.	341	female	3.811	16000	vnd.wave	bem	nbl
37.0	37114991	2	4122645918.jpg	37_11499_1_372_02_211113-160028_bem_aa2_elicit_0.wav	umo naikata nakufishimbi	one is holding the pole	372	female	2.3819999999999997	16000	vnd.wave	bem	bem
34.0	3451154	1	4879978524.jpg	34_5115_4_341_01_211114-115033_bem_50c_elicit_2.wav	Ninshi nabekata ifikope kumaboko.	While holding pictures in their hands.	341	male	3.38	16000	vnd.wave	bem	lam
27.0	2732380	1	4093748512.jpg	27_3238_0_271_01_211110-094722_bem_e72_elicit_0.wav	Umulumendo naimakana alelolesha kumbi, nentambo yanshimbi kumaboko.	A gentleman is standing looking elsewhere with a wire in his hands.	271	female	6.579	16000	vnd.wave	bem	leh
38.0	3861021	2	5075833333.jpg	38_6102_1_382_02_211112-222754_bem_f12_elicit_0.wav	Bushe uyu umuntu, ali pakucimfyanya naababiye?	Is this man competing with others?	382	female	3.993	16000	vnd.wave	bem	bem
13.0	1369530	1	78984436.jpg	13_6953_0_131_01_211031-150838_bem_9ed_elicit_0.wav	Imbwa shibili shilebutuka mukutentemuka pakaculu. Imo naimya necimuti kukanwa	Two dogs are running down the hill while one is carrying a log in it's mouth.	131	male	7.532	16000	vnd.wave	bem	nya
34.0	34109202	1	4926983629.jpg	34_10920_2_341_01_220129-093804_bem_d0b_elicit_1.wav	Umwana nafwala ishati lyamaluba-maluba na akantoloshi aka makumbi-makubi naikala napachakwangalilapo ichikwete amalangi yabili.	A child is wearing a floral shirt and a blue trousers and is seated on a swing that has two colors.	341	male	9.869	16000	vnd.wave	bem	bem
33.0	3347780	1	4430997316.jpg	33_4778_0_331_01_211109-170813_bem_c25_elicit_0.wav	Abanakashi babili bali ku ncende ya ku mpanga	Two women are in a bush area	331	female	6.827999999999999	16000	vnd.wave	bem	nse
29.0	2938432	1	2446012371.jpg	29_3843_2_291_01_211114-115516_bem_433_elicit_1.wav	walungika,ndemona ecilengele nokuti balecita kwati bwangalo baleengala pakuti kubantu cimoneke icawama bekana utupepala.	You are right, that's why they are playing while distributing the fliers so that people can see that it's something fun.	291	male	14.406	16000	vnd.wave	bem	bem
15.0	1573143	2	134724228.jpg	15_7314_3_152_02_211030-105144_bem_8cc_elicit_1.wav	Ilyo baleenda baleemoneka kwati baleelanshanya.	It seems they are talikng while they are walking.	152	female	5.445	16000	vnd.wave	bem	bem
27.0	2733190	1	3287415664.jpg	27_3319_0_271_01_211110-183239_bem_0cc_elicit_0.wav	Umukashana umo nabaana babili baleenda munfula.	A lady and two kids are walking in the rain.	271	female	5.671	16000	vnd.wave	bem	leh
27.0	2732840	1	3207420792.jpg	27_3284_0_271_01_211110-162400_bem_0cc_elicit_0.wav	Bashitata balelanda beeka nenkonto mumaboko.	An old man is talking to himself with a walking stick in his hands.	271	female	4.4239999999999995	16000	vnd.wave	bem	leh
32.0	3246853	2	4563143284.jpg	32_4685_3_322_02_211112-102323_bem_947_elicit_1.wav	nenshita ekele mucimbaya mbaya nafwala ishati ilyabuta	He is putting on a white shirt while seated in a vehicle.	322	male	6.942	16000	vnd.wave	bem	toi
2.0	23643	2	307327914.jpg	2_364_3_22_02_211026-153403_bem_2a5_elicit_1.wav	Amenso yakwa shitata uyu naya kashika nalimo na kolwa nangula na pepe ifyamba, kabili alemoneka uwa kolwa pa cinso.	this man's eyes look red as if you was either smoking or drinking he also looks drunk	22	male	10.98	16000	vnd.wave	bem	
16.0	1676640	1	2354064281.jpg	16_7664_0_161_01_211109-143041_bem_74d_elicit_0.wav	imbwa shibili iya kashika imo neya fita nashimeninana	Two black and brown dogs.	161	female	8.439	16000	vnd.wave	bem	toi
14.0	1471260	1	1262077938.jpg	14_7126_0_141_01_211111-143743_bem_f08_elicit_0.wav	Umukashana naikala  pacipuna  ca mumusebo icafita.	A lady is sitted on a bench along the road.	141	female	5.445	16000	vnd.wave	bem	bem
5.0	511831	2	61209225.jpg	5_1183_1_52_02_211102-083110_bem_a9e_elicit_0.wav	Bushe cinshi cilefumya ichushi?	what's that thing removing the smoke?	52	female	3.221	16000	vnd.wave	bem	bem
21.0	2119421	2	351876121.jpg	21_1942_1_212_02_211114-112037_bem_85e_elicit_0.wav	kwena imbwa iyi na pushi uyu balomfwana, balecita nokui lambalila mupepi	Well, it seems this dog and this cat do get along very well	212	male	5.059	16000	vnd.wave	bem	bem
12.0	1229130	1	3333921867.jpg	12_2913_0_121_01_211031-132215_bem_bd6_elicit_0.wav	imbwa shitatu shilebutuka	three dogs are running	121	male	4.4239999999999995	16000	vnd.wave	bem	lam
33.0	3349071	2	3338590946.jpg	33_4907_1_332_02_211110-153810_bem_b14_elicit_0.wav	Uyu umuntu nakwela pa cintu ica kuteyelamo  amangalo  ya pa menshi kabili nadangasana	This man is on a surf board; standing with split legs	332	female	8.008	16000	vnd.wave	bem	nse
	6044	1	4448923767.jpg	604_4_01_211005-105320_bem_dcc_elicit_2.wav	Nomba bashitata aba nabena ovuloshi bafwele kwati yabana.	This overall he is wearing looks like it is for a child.	11	male	5.513	16000	vnd.wave	bem	bem
	1894	1	245442617.jpg	189_4_01_210928-174800_bem_9d4_elicit_2.wav	Uyu umukashana alikwata imishishi ishitali nga nshi elo nafwala nakashati akafita.	The lady has long hair and is wearing a black shirt.	11	female	7.917000000000001	16000	vnd.wave	bem	bem
9.0	957722	1	461505235.jpg	9_5772_2_91_01_211029-150036_bem_901_elicit_1.wav	cilemoneka kwati alenina nangula aleikila palupili lwa mabwe ukubomfya intambo	It appears that he is climbing or rather descending a mountain using the rope as his aid.	91	female	7.622999999999999	16000	vnd.wave	bem	bem
20.0	2016423	2	3186556417.jpg	20_1642_3_202_02_211113-080340_bem_654_elicit_1.wav	awe kanshi nine ndubile mune,ni fyofine wasosa	oh yes you are right, I was mistaken	202	male	5.785	16000	vnd.wave	bem	bem
17.0	1779794	1	2372763106.jpg	17_7979_4_171_01_211110-100241_bem_947_elicit_2.wav	Cili nimucungulo namalaiti nayasanika ilyo imbwa ilebuka.	It's in the evening and the lights are on as the dog runs.	171	male	7.622999999999999	16000	vnd.wave	bem	toi
34.0	34108282	1	4889455765.jpg	34_10828_2_341_01_220128-152331_bem_d0b_elicit_1.wav	Aba abantu abalelisha amapenga baleenda mumbali yamusebo ukufuma kuncende imo ukuya kuncende yimbi.	These people playing trumpets are on the roadside and are moving from one place to another.	341	male	7.486000000000001	16000	vnd.wave	bem	bem
8.0	856784	1	2264316030.jpg	8_5678_4_81_01_211102-095651_bem_ce8_elicit_2.wav	Ilelolesha kukuso	It is looking at its left side.	81	male	4.537	16000	vnd.wave	bem	bem
26.0	2630774	1	7797074790.jpg	26_3077_4_261_01_211109-140625_bem_dcc_elicit_2.wav	Eee emo ale enshesha honda uyu elo nabutusha nganshi.	Yes that's where he was riding It and speeding.	261	male	5.581	16000	vnd.wave	bem	bem
18.0	18119700	1	4730838642.jpg	18_11970_0_181_01_211111-102353_bem_eda_elicit_0.wav	Umukashana  ali mu cikulwa aleshitisha ubwalwa,kunuma yakwe kuli na flag iyaku holand.	A lady is in a building selling beers with a flag of Holland behind her.	181	male	6.692	16000	vnd.wave	bem	bem
8.0	855150	1	522486784.jpg	8_5515_0_81_01_211102-044232_bem_ce8_elicit_0.wav	Imbwa shibili shileangala	Two dogs are playing.	81	male	5.898	16000	vnd.wave	bem	bem
33.0	3347471	2	3701226275.jpg	33_4747_1_332_02_211109-145913_bem_b14_elicit_0.wav	Icikulwa cilemoneka kwati ni mu calici nelyo mu sukulu	This building looks like a church or a school	332	female	6.057	16000	vnd.wave	bem	nse
12.0	1227614	1	3315250232.jpg	12_2761_4_121_01_211025-085823_bem_bd6_elicit_2.wav	elyo kalebutuka keka	she is running alone	121	male	5.0360000000000005	16000	vnd.wave	bem	lam
21.0	2175091	2	3532457245.jpg	21_7509_1_212_02_220115-125223_bem_62a_elicit_0.wav	kuntanshi yabo kuli ifikulwa ifya buta nefimuti	And there are white buildings in front with trees.	212	female	5.898	16000	vnd.wave	bem	bem
15.0	1574570	1	3532761259.jpg	15_7457_0_151_01_211027-145441_bem_9ff_elicit_0.wav	umukashana naabali kwati nibanyina nabekatana	a woman and young girl are holding hands	151	female	4.877	16000	vnd.wave	bem	bem
13.0	1330861	2	2891240104.jpg	13_3086_1_132_02_211024-172750_bem_9ed_elicit_0.wav	Cipalile umubali nimwituka babombela capamo.Pantu batatu nabafwala amashati ayapalana.	They seem to work together in this store because they are putting on the same type of clothes.	132	male	10.481	16000	vnd.wave	bem	nya
12.0	1229492	1	3351667846.jpg	12_2949_2_121_01_211031-192050_bem_bd6_elicit_1.wav	ehe elyo kuli bamo abaipomba mwibulangeti	there is someone who is covered in a blanket	121	male	7.532	16000	vnd.wave	bem	lam
28.0	2836154	1	6990342763.jpg	28_3615_4_281_01_211112-193931_bem_d8d_elicit_2.wav	uyu shitata naiminina mupepi necakuposamo ifisoso.	There is also a rubbish bin near the man standing behind the lady.	281	female	5.263	16000	vnd.wave	bem	leh
15.0	1535370	1	3603116579.jpg	15_3537_0_151_01_211022-112011_bem_8cc_elicit_0.wav	Bashikulu bantu balemoneka ngabale butuka.	A man looks like he is running.	151	female	5.603	16000	vnd.wave	bem	bem
27.0	2732132	1	8003613232.jpg	27_3213_2_271_01_211109-135438_bem_e72_elicit_1.wav	Saana, kalemoneka kalitemwa amaluba.	Too much, looks like she likes flowers.	271	female	3.947	16000	vnd.wave	bem	leh
32.0	3244890	1	7284455464.jpg	32_4489_0_321_01_211111-173226_bem_e94_elicit_0.wav	Icimbaya mbaya icabuta cile enda mumicanga	A white car is moving in the sand.	321	female	4.129	16000	vnd.wave	bem	nya
17.0	1766411	2	426920445.jpg	17_6641_1_172_02_220112-155505_bem_5da_elicit_0.wav	Bushe iyi nimbwa yabanani iilebutuka yeka kuncende kusangwa abantu?	Who is the owner of this dog that is running around in a place where there are people?	172	male	5.558	16000	vnd.wave	bem	toi
16.0	1677184	1	3307563498.jpg	16_7718_4_161_01_211109-171004_bem_74d_elicit_2.wav	kwena limbi balefwaya baletamba umumana lyonse lyonse.	Maybe they want to be watching the river everytime.	161	female	7.441	16000	vnd.wave	bem	toi
6.0	614902	1	434938585.jpg	6_1490_2_61_01_211027-160352_bem_53e_elicit_1.wav	Pali shikulubantu ulelengelapo pacikulwa cipalile alekumbwa ifilipo. elyo alikwatainkanda yabuta.	There is a  white man who is peeping into the building maybe he is admiring something	61	male	17.151	16000	vnd.wave	bem	bem
35.0	3552754	1	2664901838.jpg	35_5275_4_351_01_220116-020228_bem_ba5_elicit_2.wav	Nomba ninshi aya amayanda bayakulilafye ku mpili?	But why are thesse houses built in the mountains?	351	male	3.743	16000	vnd.wave	bem	bem
	123602	1	7817913726.jpg	12360_2_01_211026-172648_bem_142_elicit_1.wav	Cishinka sana eko bakopele kwaba impili ishingi kabili ishikulu sana ala ishi impili shisuma ukumona fye ifyo shilemonaka. Bushe naumona uyo muntu uwiminine apa? 	Yes that's right, it was captured from a place full of beautiful mountains , have you seen the one on the mountain?	11	male	12.705	16000	vnd.wave	bem	bem
7.0	716583	2	2405978603.jpg	7_1658_3_72_02_211031-133252_bem_40e_elicit_1.wav	cilemoneka yalishiba ukowa bwino bwino	I think this dog knows how to swim.	72	female	4.945	16000	vnd.wave	bem	bem
18.0	18121354	1	3804173846.jpg	18_12135_4_181_01_211114-224929_bem_5da_elicit_2.wav	Ii imfula iloka umusangu uyu nangu wingaifimba shani ukubomba kwena ufwilefye wabomba.	And this kind of rain no matter how much you cover up, you will be inundated.	181	male	6.76	16000	vnd.wave	bem	toi
33.0	3347664	1	367964525.jpg	33_4766_4_331_01_211109-163801_bem_c25_elicit_2.wav	cilemoneka kwati imbwa nailuba no kuisanga kuli iyi icende	Seems like the dog is lost and stuck in this area	331	female	8.552999999999999	16000	vnd.wave	bem	nse
6.0	614600	1	2661489896.jpg	6_1460_0_61_01_211027-111651_bem_53e_elicit_0.wav	Akamwaice akalemoneka ngakalumendo nakeminina mumusebo umwakupita ifimbayambaya nakemya nokuboko kumo mumulu.	A kid who looks like a boy is standing in the road while lifting one hand in the air.	61	male	14.157	16000	vnd.wave	bem	bem
22.0	2279154	1	5585975540.jpg	22_7915_4_221_01_211113-004624_bem_004_elicit_2.wav	nafwala ishati na kaputula	and he is wearing a shirt and some shorts	221	female	3.221	16000	vnd.wave	bem	nbl
14.0	1471904	1	3599392711.jpg	14_7190_4_141_01_211111-174639_bem_f08_elicit_2.wav	Cilemoneka kwati uyu shitata ewulepela ifilambu kuwala wina ubwangalo ubu.	It looks like this man is the one giving out the prizes to the winners.	141	female	6.987	16000	vnd.wave	bem	bem
15.0	1573403	2	241345522.jpg	15_7340_3_152_02_211030-123520_bem_8cc_elicit_1.wav	Kunuma kuli shitaata uulekonkamo ulubilo.	Behind him there is a man running fast after him.	152	female	5.24	16000	vnd.wave	bem	bem
33.0	3348130	1	2599255633.jpg	33_4813_0_331_01_211109-212803_bem_c25_elicit_0.wav	Umukasha umwanakashi uwa nkanda iya buuta ali ku cipinda  mu nganda yakwe	One white lady is inside her house in the bedroom	331	female	10.504	16000	vnd.wave	bem	nse
28.0	2892364	1	2959941749.jpg	28_9236_4_281_01_220108-160859_bem_94f_elicit_2.wav	icikulwa cile moneka ici kalamba saana, limbi fingi ficitika umu mwiine	The building looks really big, maybe there is a lot that goes on.	281	male	7.622999999999999	16000	vnd.wave	bem	ngo
5.0	548942	1	2089426086.jpg	5_4894_2_51_01_220116-115608_bem_03f_elicit_1.wav	Pakuti afwele icampempo ayi fimbe nakumtwe ekutila nakutalala, elo kulemoneka naku fiita nokufiita.	this place might be really cold that's why she is wearing a Jersey and a head	51	female	9.687	16000	vnd.wave	bem	bem
29.0	2996793	2	3582025630.jpg	29_9679_3_292_02_220114-212456_bem_84b_elicit_1.wav	Cifwile pakwangalila aba kwensha utuntu utwa pusana pusana lulya bale angala	maybe it's a playing ground for sliding and skating.	292	male	5.785	16000	vnd.wave	bem	ngo
26.0	2688624	1	2864575495.jpg	26_8862_4_261_01_211112-024445_bem_8f1_elicit_2.wav	Bafwile abantu baliyitemwa incende iyi ngomwaku lila ifyakulya	it's like people live to eat from this place	261	male	5.195	16000	vnd.wave	bem	bem
21.0	2174714	1	90168112.jpg	21_7471_4_211_01_220115-203339_bem_665_elicit_2.wav	Kali ngakalebutukila kumulundu ilyo kuleisa ipofu lya menshi kunuma yakako.	She appears to be running ashore,  there is a forming current behind her though.	211	male	7.055	16000	vnd.wave	bem	bem
